Ticker,Sample.year,Short.seller,rowposition.x,Company,Exchange.x,U.S..listed.x,gvkey.x,URL,Announce.date,End.date,Allegations,Summary,Companyfate,Oneweekret_inpercent,CampaignRet_inpercent,CampaignRetVsSP500_inpercent,CampaignRet_without_SP500_inpercent,CompanyTactics, Marketcap ,Duplicate.copy.of.Shortseller..added.just.to.make.reading.easy.,Main.activist.document.s..of.interest,X.Part.2.for.Column.N.,Chinese.company,Notes,Synopsis.Excerpt,summary.from.original.source,Focus,Keywords.Combined.TOTAL,"Fraud (accounting, business, or other)",Potential Accounting Manipulation,Potential Managerial Manipulation,Weak board of director oversight,Weak operations,Weak Product ,Weak Marketing,financing incompetence,management incompetence,Weak Market environment,Overhyped market environment,Competitor pressure,legal headwinds,n/a,regulatory headwinds,ï..Company,Exchange.y,Corrected_year,U.S..listed.y,gvkey.y,Result.Name,CIQ.ID,Primary.Industry,Ticker.1,Cash.and.Equivalents,Total.Revenues,Net.Income,Short.Term.Investments,Cost.Of.Revenues,Depreciation...Amort...Total,Total.Cash...ST.Investments,Cost.Of.Goods.Sold,Asset.Writedown...Restructuring.Costs,Accounts.Receivable,Gross.Profit,Stock.Based.Compensation,Total.Receivables,Selling.General...Admin.Exp.,Net.Cash.From.Discontinued.Ops.,Inventory,R...D.Exp.,Change.In.Accounts.Receivable,Total.Current.Assets,Depreciation...Amort.,Change.In.Inventories,Gross.Property..Plant...Equipment,Amort..of.Goodwill.and.Intangibles,Change.in.Acc..Payable,Net.Property..Plant...Equipment,Operating.Income,Change.in.Unearned.Rev.,Long.term.Investments,Net.Interest.Exp.,Change.in.Inc..Taxes,Total.Intangibles,EBT.Excl.Unusual.Items,Change.in.Def..Taxes,Total.Assets,Total.Unusual.Items,Cash.from.Ops.,Accounts.Payable,EBT.Incl.Unusual.Items,Capital.Expenditure,Short.term.Borrowings,Income.Tax.Expense,Sale.of.Property..Plant..and.Equipment,Current.Portion.of.Long.Term.Debt,Earnings.from.Cont..Ops.,Cash.Acquisitions,Curr..Port..of.Cap..Leases,Earnings.of.Discontinued.Ops.,Divestitures,Total.Current.Liabilities,Extraord..Item...Account..Change,Sale..Purchase..of.Intangible.assets,Long.Term.Debt,Net.Income.1,Net.Cash.from.Investments,Capital.Leases,Pref..Dividends.and.Other.Adj.,Cash.from.Investing,Minority.Interest,Merger.Restructuring.Costs,Short.Term.Debt.Issued,Total.Liabilities,NI.to.Common.Incl.Extra.Items,Long.Term.Debt.Issued,Total.Pref..Equity,NI.to.Common.Excl.Extra.Items,Total.Debt.Issued,Common.Stock,Basic.EPS,Short.Term.Debt.Repaid,Retained.Earnings,Basic.EPS.Excl..Extra.Items,Long.Term.Debt.Repaid,Treasury.Stock,Weighted.Avg..Basic.Shares.Out.,Total.Debt.Repaid,Total.Common.Equity,Diluted.EPS,Issuance.of.Common.Stock,Total.Equity,Diluted.EPS.Excl.Extra.Itmes,Repurchase.of.Common,Total.Liabilities.And.Equity,Weighted.Avg..Diluted.Shares.Out.,Issuance.of.Preferred.Stock,Normalized.Basic.EPS,Repurchase.of.Preferred,Normalized.Diluted.EPS,IQ_COMMON_DIV_CF,IQ_PREF_DIV_CF,EBITDA,Total.Dividends.Paid,Shares.Outstanding.on.Balance.Sheet.Date,EBITDA..Incl..Equity.Inc..from.Affiliates.,Cash.from.Fi0ncing,Total.Shares.Out..On.Filing.Date,Net.Change.in.Cash,Total.Shares.Outstanding.on.BS.Date,EBIT,Book.Value.Share,EBITDAR,Tangible.Book.Value,Net.Rental.Expense,Cash.Interest.Paid,Tangible.Book.Value.Share,Normalized.Net.Income,Cash.Taxes.Paid,Total.Debt,Same.Store.Sales.Growth..,Net.Debt.Issued,Total.Current.Debt,Effective.Tax.Rate,Levered.Free.Cash.Flow,Total.Non.Current.Debt,Payout.Ratio,Unlevered.Free.Cash.Flow,Net.Debt,Interest.On.Long.Term.Debt,Change.in.Net.Working.Capital,Total.Capitalization,Total.Current.Taxes,EBITDA...Capex,Full.Time.Employees,Total.Deferred.Taxes,rowposition.y
 2282-HK,2015,Orange Capital,562,MGM China Holdings Limited,Hong Kong,0,GV_297998,http://www.activistshorts.com/companies/413/campaigns/557,1/30/2015,1/30/2016,Other overvaluation,"Orange Capital said that trends in Las Vegas had been good, making it cheap compared to Macau. Lewis said he liked MGM Resorts International (MGM) long as a pair trade.",Alive,-2.7,-48,-52.2,-4.2,Buyback/dividend,"9,460",Orange Capital,http://www.cnbc.com/2015/01/30/secret-hedge-fund-shorts-revealed.html,,1,,,,,Rejected - Chinese Company,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MGM China Holdings Limited,Hong Kong,fy2015,0,GV_297998,MGM China Holdings Limited,IQ114666829,Casinos and Gaming,SEHK:2282,5421.058,17170.453,3112.515,0,2372.046,786.407,5421.058,2372.046,0,242.539,14798.407,85.541,300.165,540.542,0,108.007,0,-1.233,5941.168,786.407,2.4,18311.373,0,-1123.449,13827.531,3312.592,0,0,-111.695,0,1868.96,3176.112,0,21954.776,-46.985,3209.865,85.424,3129.127,-4341.08,0,16.612,4.248,0,3112.515,0,0,0,0,4850.436,0,-227.798,11731.951,3112.515,0,0,0,-4581.216,0,0,0,17039.725,3112.515,7800,0,3112.515,7800,3800,0.81908,0,3263.954,0.81908,0,0,3800.003,0,4915.051,0.81908,0.312,4915.051,0.81908,-0.237,21954.776,3800.015,0,0.52239,0,0.52238,42844,42369,4098.999,-1523.803,3800,4098.999,2560.222,3800,1188.871,(Invalid Formula 0me),3312.592,1.29343,4154.581,3046.091,55.582,253.879,0.8016,1985.07,17.744,11731.951,0,7800,0,0.5308,-2372.79688,11731.951,48.9572,-2458.115,6310.893,415.851,850.801,16647.002,16.624,-242.081,5937,0,555
 3333-HK,2012,Citron Research,316,Evergrande Real Estate Group Limited,Hong Kong,0,GV_293139,http://www.activistshorts.com/companies/402/campaigns/542,6/21/2012,6/21/2013,Accounting fraud; Over-levered ,Citron Research said Evergrande was insolvent and was using fraudulent accounting gimmicks to cover up its financial problems.,Alive,-12.7,-37,-57.4,-20.4,Public equity offering,"8,637",Citron Research,https://web.archive.org/web/20120626173320/http://www.citronresearch.com/wp-content/uploads/2012/06/Evergrande-Real-Estate-Research.pdf,,1,,,,,Rejected - Chinese Company,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Evergrande Real Estate Group Limited,Hong Kong,fy2012,0,GV_293139,China Evergrande Group,IQ39388687,Real Estate Development,SEHK:3333,17790.32,65260.838,9170.837,0,47050.471,587.946,17790.32,47050.471,-4459.506,2857.316,18210.367,120.882,7030.354,5618.328,0,148452.452,0,-1140.122,200543.627,0,-41764.297,9465.998,0,36776.063,8559.167,11949.294,0,0,60.74,0,2794.106,12030.645,0,238990.551,4459.156,-5573.621,53963.729,16489.801,-6866.816,3175.646,7307.88,0,15855.06,9181.921,0,0,0,0,150377.8,0,-1102.025,41243.149,9170.837,0,0,0,-7810.369,3427.597,0,0,197299.226,9170.837,31650.137,0,9170.837,31650.137,1043.317,0.61336,-0.371,30330.415,0.61336,-17721.336,0,14951.754,-17721.707,38263.728,0.604,206.154,41691.325,0.604,0,238990.551,15174.36,0,0.50215,0,0.49479,42045,41274,12537.24,-2800.554,14990.682,12537.24,11095.386,14990.682,-2291.625,(Invalid Formula 0me),11949.294,2.5525,12646.969,35469.622,109.729,5628.799,2.36611,7508.06913,6897.006,60273.855,0,13928.43,19030.706,44.3175,-7366.79913,41243.149,30.5376,-7333.25725,42483.535,0,7541.553,101965.18,6350.333,5670.424,38463,957.547,169
 3333-HK,2015,Discount Investing,317,Evergrande Real Estate Group Limited,Hong Kong,0,GV_293139,http://www.activistshorts.com/companies/402/campaigns/687,8/3/2015,,Over-levered,"Discount Investing said Evergrande Real Estate Group Limited relied on debt to grow and rising interest payments would lead to negative cash earnings. It said Evergrande was probably insolvent. The company said in a Bloomberg report that it had used debt to expand, just like other Hong Kong property companies.",Alive,1.9,11,11.3,0.3,Buyback/dividend,"10,363",Discount Investing,https://web.archive.org/web/20120626173320/http://www.citronresearch.com/wp-content/uploads/2012/06/Evergrande-Real-Estate-Research.pdf,,1,,,,,Rejected - Chinese Company,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Evergrande Real Estate Group Limited,Hong Kong,fy2015,0,GV_293139,China Evergrande Group,IQ39388687,Real Estate Development,SEHK:3333,103090,133130,17340,0,95717,1454,103397,95717,-12859,9332,37413,112,23577,19464,0,385039,0,4163,612344,0,-80409,20642,0,66523,16720,17925,0,11175,1050,0,4882,15589,0,757035,15856,-23749,132517,31445,-15518,62208,14105,612,96536,17340,-3885,0,0,0,456681,0,-268,139922,15548,4961,0,5088,-12553,15399,0,598,614893,10460,236969,0,10460,237567,971,0.71317,-401,49685,0.71317,-111360,0,14667,-111761,126743,0.703,13981,142142,0.703,-8266,757035,14884,0,0.54211,0,0.53421,42852,42369,19379,-12355,13798.4299,18987,109446,13798.4299,73243,(Invalid Formula 0me),17925,9.18532,19706,121861,327,19932,8.83151,7951.125,6065,298666,0,125806,158744,44.856,-59747.875,139922,79.4635,-59747.875,195269,2464,56731,440808,10265,3861,83372,3840,556
 336-HK,2011,Bronte Capital,435,Huabao International Holdings Limited,Hong Kong,0,GV_208070,http://www.activistshorts.com/companies/283/campaigns/413,10/6/2011,4/25/2013,Misleading accounting,Bronte Capital said Huabao International had unbelievably large margins and yet almost no web presence for such a large chemical company. The company later defended its accounting as accurate.,Alive,-3.8,-39.4,-82.6,-43.2,Buyback/dividend; CEO resigns or is replaced,"2,460",Bronte Capital,http://brontecapital.blogspot.com/2011/10/ladies-in-elegant-high-heels-water-at.html,,1,,,,,Rejected - Chinese Company,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Huabao International Holdings Limited,Hong Kong,fy2011,0,GV_208070,Huabao International Holdings Limited,IQ7652935,Specialty Chemicals,SEHK:336,1676.41,2852.173,1604.4,0,731.714,75.33,1676.41,731.714,-0.005,825.401,2120.459,4.123,970.53,371.428,0,467.961,0,-224.258,3174.936,0,-157.258,877.574,0,130.311,536.373,1815.556,0,99.076,13.173,0,3074.655,1881.114,0,6927.84,0,1406.33,303.913,1881.114,-44.57,740,249.256,0.927,0,1631.858,-1321.781,0,0,0,1525.585,0,0,3.562,1604.4,200.801,0,0,-1134.58,255.213,0,894.348,1631.977,1604.4,0,0,1604.4,894.348,315.005,0.51009,-10,4048.327,0.51009,-699.127,0,3145.299,-709.127,5040.65,0.5059,66.928,5295.863,0.5059,0,6927.84,3171.384,0,0.36506,0,0.36206,41089,40633,1890.886,-619.13,3150.05096,1889.631,-361.183,3150.05096,-2.23,(Invalid Formula 0me),1815.556,1.60018,1904.35,1965.995,13.464,16.309,0.62412,1148.23825,239.529,743.562,0,185.221,740,13.2504,925.40713,3.562,38.5895,932.6065,-932.848,0,240.09,6039.425,266.096,1846.316,1869,-16.84,66
 336-HK,2012,Anonymous Analytics,436,Huabao International Holdings Limited,Hong Kong,0,GV_208070,http://www.activistshorts.com/companies/283/campaigns/391,4/24/2012,4/24/2013,Accounting fraud; Dividend cut coming; Upcoming earnings miss,"Anonymous Analytics said Huabao International Holdings materially overstated its earning power and used inflated related party transactions with the chairwoman to hide fake cash. The company said the allegations were ""misleading"" and issued a point by point response.",Alive,-8.1,-14,-31.8,-17.8,Buyback/dividend; CEO resigns or is replaced; Conference call; Halt stock ,"1,763",Anonymous Analytics,http://brontecapital.blogspot.com/2011/10/ladies-in-elegant-high-heels-water-at.html,,1,,,,,Rejected - Chinese Company,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Huabao International Holdings Limited,Hong Kong,fy2012,0,GV_208070,Huabao International Holdings Limited,IQ7652935,Specialty Chemicals,SEHK:336,2286.577,3311.304,1750.419,0,975.308,103.885,2286.577,975.308,0,797.632,2335.996,0.075,811.333,530.496,0,667.871,0,167.398,3883.417,0,-138.357,1522.665,0,-252.575,1115.382,2000.405,0,167.476,16.795,0,3141.208,2080.12,0,8351.919,0.869,1540.158,359.31,2080.989,-597.204,927.5,314.25,11.961,0,1766.739,-39.619,0,0,0,1628.882,0,0,0,1750.419,-13.736,0,0,-605.43,331.942,0,387.5,1701.67,1750.419,0,0,1750.419,387.5,315.985,0.55477,-203.701,5134.92,0.55477,0,0,3155.203,-203.701,6318.307,0.5531,35.8,6650.249,0.5531,0,8351.919,3164.79,0,0.40687,0,0.40564,41453,40999,2104.29,-505.243,3159.85096,2104.433,-411.962,3159.85096,610.167,(Invalid Formula 0me),2000.405,1.99956,2122.305,3177.099,18.015,11.55,1.00546,1283.755,350.791,927.5,0,183.799,927.5,15.1009,570.518,0,28.8641,580.75113,-1359.077,0,182.517,7577.749,346.267,1507.086,2236,-32.017,170
 3777-HK,2015,Emerson Analytics,182,China Fiber Optic Network System Group Ltd.,Hong Kong,0,GV_298410,http://www.activistshorts.com/companies/511/campaigns/691,8/10/2015,,Major business fraud,"Emerson Analytics said China Fiber Optic Network System Group Ltd.'s performance had been a fraud, noting overstated revenue, falsely reported exports and lower product prices than disclosed. The company halted its stock in response.",Halted,0.6,-52,-52.2,-0.2,Halt stock,429,Emerson Analytics,http://emersonanalytics.co/downloads/ChinaFiber-HK_3777-Delisting.pdf,,1,,,,,Rejected - Chinese Company,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,China Fiber Optic Network System Group Ltd.,Hong Kong,fy2015,0,GV_298410,China Fiber Optic Network System Group Ltd.,IQ134233310,Communications Equipment,-,364.222,1922.962,293.652,21.648,1372.978,99.837,385.87,1372.978,0,2655.519,549.984,7.684,2655.519,146.133,0,74.879,0,-835.293,3990.746,0,46.906,2899.798,0,488.49,2461.274,403.851,0,14.3,-28.428,0,15.563,369.528,0,6518.861,0,-183.942,782.919,369.528,-612.569,0,75.876,1.857,956.342,293.652,0,16.925,0,0,2931.519,0,0,261.283,293.652,185.876,28.214,0,-870.619,0,0,0,3266.595,293.652,1095.519,0,293.652,1095.519,13.599,0.13774,0,2000.192,0.13774,-538.343,0,2131.96807,-538.343,3252.266,0.136,37.581,3252.266,0.136,0,6518.861,2161.44834,0,0.10833,0,0.10685,42475,42369,503.688,0,2144.4912,503.688,594.757,2144.4912,-487.139,(Invalid Formula 0me),403.851,1.51657,509.619,3236.703,5.931,41.304,1.50931,230.955,27.605,1262.764,0,557.176,973.267,20.5332,-581.3635,289.497,0,-554.21413,876.894,43.12,302.192,4515.03,70.368,-108.881,734,5.508,557
 555-HK,2015,Anonymous Analytics,726,REXLot Holdings Limited,Hong Kong,0,GV_252612,http://www.activistshorts.com/companies/493/campaigns/669,6/24/2015,,Accounting fraud,Anonymous Analytics said REXLot Holdings Limited was generating a fraction of the revenues it claimed and had committed securities fraud by making misleading claims regarding its financial and operational performance.,Halted,-9.3,0,0,0,Halt stock,623,Anonymous Analytics,http://www.anonanalytics.com/2015/06/rexlot-holdings.html,,1,,,,,Rejected - not U.S.-listed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,REXLot Holdings Limited,Hong Kong,fy2015,0,GV_252612,REXLot Holdings Limited,IQ12912721,Casinos and Gaming,SEHK:555,1098.073,1554.394,150.879,0,506.718,62.383,1162.008,506.718,99.321,760.152,1047.676,0,760.157,483.54,0,23.494,0,52.085,7577.912,0,-5.702,171.472,0,14.177,59.271,576.63,0,685.424,-306.552,0,407.861,270.636,0,8730.468,-65.278,98.938,2.414,205.358,-59.746,15.314,41.124,0.034,1824.629,164.234,0,17.038,0,0,2183.373,0,0,250.773,150.879,-491.429,8.867,0,-472.895,114.246,0,189.429,2645.065,150.879,0,0,150.879,189.429,99.835,0.01513,-87.5,1451.736,0.01513,-128.926,0,9969.928,-216.426,5971.157,0.01513,0,6085.403,0.01513,0,8730.468,9969.928,0,0.01563,0,0.01563,42852,42369,639.013,-68.888,9983.496,639.571,-121.999,9983.496,-541.668,(Invalid Formula 0me),576.63,0.5981,673.362,5563.296,34.349,113.864,0.55725,155.7925,29.669,2116.621,0,-26.997,1856.981,20.0255,-1236.28888,259.64,45.6577,-993.96325,954.613,190.084,1359.302,8202.024,30.536,579.267,1213,10.588,558
 5CP-SES,2015,razor99,753,Silverlake Axis Ltd.,Singapore,0,GV_256220,http://www.activistshorts.com/companies/521/campaigns/701,8/20/2015,,Accounting fraud,Razor99 said in a 42-page short-seller report on Value Investors Club and Dropbox that Silverlake Axis Ltd. engaged in third-party transactions with private companies run by its chairman to inflate its results. The company requested a halt in trading after the report came out.,Alive,-36,-21,-19.9,1.1,Insider buy; Halt stock,"1,651",razor99,https://www.dropbox.com/s/1sh7ujzq3d9oe5b/Silverlake-Financial%20Alchemy.pdf?dl=0#,,0,,"On 8-20-2015 (Singapore time), razor99 released a 42-page short-seller report on Dropbox that said Silverlake Axis Ltd. engaged in third-party transactions with private companies run by its chairman to inflate its reported results. Razor99 noted that the company's profitability was the result of significantly higher revenue per employee versus peers. It also said that the company chairman had pocketed more than RM$1.0 billion through stock sales and dividends, while minority shareholders had contributed more than RM$550 million of the company's net capital.","Page?REPORT OUTLINESection 1:Complex and Deceiving Corporate StructureSAL  has  a  complicated  history  and  group  structure,  with  numerous  related  party  transactions  with opaque  private  entities  controlled  by  Goh.  We  believe  this  structure  was  designed  to  confuse  and deceive minority shareholders. We outline the important events in the development of the Silverlake Group to provide the context in which Goh has perpetrated fraud.Section 2:Alarming Reliance on Related Party TransactionsSAL’s extensive use of related party transactions with Goh’s private companies is a red flag. Until 2009, related-party transactions accounted for the vast majority of SAL’s revenue and today they still account for nearlyone-quarter of revenue and expenses. The rationale and justification for these related-party transactions is flimsy and their existence creates significant potential for fraudulent abuse. We believethat some or all of the related party revenueis fictitious and is used to inflate SAL’s reported profits. Frequent share placements likely help Goh fund the fictitious related party revenue through his private companies.Section 3:Self-Dealing and Related Party Acquisition Red FlagsWe outline four related-party asset injections into SALwhich establish a clear pattern of deceit and abuse of minority shareholders. Aided by data from the Companies Commission of Malaysia and analysis of related party transactions, we show how Goh systematically inflated profitability of the businessespriorto injectingthem intoSAL. In this way, he used dubious financial reports to extract unreasonably high prices from minority shareholders for his own personal gain.Section 4:Large UndisclosedLoss-Making Related Parties are Contingent LiabilitiesWe discovered the existence of large related party Silverlake private companies which are loss making with negative shareholders equity, and which only continue to operate withan explicitguarantee of financial support from Goh. These entities are known to have ongoing related party transactions with SAL, and they have a combined cost base almost as large as SAL with almost as many employees. We think  these  entities  are  being  used  to  flatter  the  reported  profitability  of  SAL.  In  reality,  they  are contingent liabilities to SAL that should be disclosed as such in the annual report.Section 5:Undisclosed Off-Balance Sheet DebtWe found undisclosed, off-balance sheet debt which was recourse to SAL at the time of the IPO. If Goh was willing  to  hide  contingent  liabilities  at  that  time,  we  worry  that  hidden  off-balance  sheet  and recourse debt may still exist in some Silverlake Group companies.Section 6:Chairman’s History of Cashing Out at the Expense of Minority ShareholdersSAL’s financials have been cleverly manipulated to entice minority shareholders, but an analysis of cash flow clearly shows that Goh is the one who is benefiting. Goh has been able to pocket more than RM 1.0 billion (US$300 million) through stock sales and dividends, while minority shareholders have contributed more than RM 550 million (US$165 million) of net capital into SAL.We also note a highly suspicious contract with China’s HNA Group in 2010 where the S$70 million contract was secured for SAL in exchange for part of Goh’s personal shareholding in SAL stock, worth more than S$35 million at the time. Finally, we highlight that although reported revenue and net profit have grown at a rapid pace because of related-party asset injections, EPS has only increased at a 5.4% CAGR due to frequent dilutive related-party deals.",Business Fraud,Related party transactions;managerial self-dealing;managerial plunder;possible fraud,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Silverlake Axis Ltd.,Singapore,fy2015,0,GV_256220,Silverlake Axis Ltd,IQ8080671,Software,SGX:5CP,320.5142,516.04315,282.65302,12.031,178.93497,4.41932,332.5452,178.93497,0.00404,130.2155,337.10818,12.18139,140.2398,65.93837,0,0,0,16.33234,477.2434,0,0,22.314,0,-9.36081,12.86857,271.16981,0,130.45495,2.9607,0,156.36765,285.02368,0,779.03413,21.80552,305.47347,17.88908,306.8292,-2.1235,0,24.16641,0.63497,0,282.66279,-13.22624,0.78452,0,0,118.04757,0,-0.88241,0,282.65302,-35.29755,1.62641,0,69.45014,0.07138,0,0,139.61642,282.65302,0,0,282.65302,0,157.48316,0.10527,0,328.11701,0.10527,-1.62017,-7.92663,2684.92312,-1.62017,639.34633,0.1052,0,639.41771,0.1052,-7.87198,779.03413,2685.8875,0,0.06634,0,0.06632,42655,42185,275.58912,-285.75036,2693.57893,281.1164,-295.24251,2693.57893,94.65061,(Invalid Formula 0me),271.16981,0.23736,278.91881,482.97869,3.32969,0.11978,0.17931,178.13004,25.74516,2.41093,0,-1.62017,0.78452,7.8761,215.64263,1.62641,101.0958,215.71749,-330.13428,0.11074,-23.89625,641.82863,21.89199,273.46563,0,2.27443,559
 639-HK,2012,Glaucus Research Group,749,Shougang Fushan Resources Group Limited,Hong Kong,0,GV_202318,http://www.activistshorts.com/companies/44/campaigns/46,4/11/2012,4/24/2013,Major business fraud,"Glaucus said Fushan was fabricating its suspiciously high EBITDA margins, and it noted several suspect related-party transactions. Fushan said its high margins were due to the higher market value of its premium coking coal.",Alive,-0.4,24,5.3,-18.7,Buyback/dividend,"1,842",Glaucus Research Group,https://glaucusresearch.com/tos-check/?pdf_id=wp-content/uploads/downloads/2012/04/GlaucusResearch-Shougang_Fushan-HK0639-Strong_Sell_April_11_2012,,1,,,,,N/A -- not U.S.--listed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Shougang Fushan Resources Group Limited,Hong Kong,fy2012,0,GV_202318,Shougang Fushan Resources Group Limited,IQ7658031,Steel,SEHK:639,2981.333,5650.59,1800.367,1875.538,2064.788,527.33,4856.871,2064.788,0,3540.491,3585.802,0,3540.491,640.212,0,163.282,0,697.419,8757.144,0,28.774,16085.13,0,-325.133,14040.121,2739.533,0,1319.485,149.826,0,2326.305,2972.049,0,26820.521,0,2225.007,717.908,2972.049,-404.093,880.52,821.809,2.317,193.1,2150.24,0,1.828,0,0,3815.627,0,-68.973,0,1800.367,-1692.681,0,0,-1578.459,1638.299,0,0,5958.538,1800.367,0,0,1800.367,0,530.184,0.338,-1.891,3540.302,0.338,-697.213,0,5326.522,-699.104,19223.684,0.3378,0,20861.983,0.3378,-197.535,26820.521,5329.048,0,0.28305,0,0.28291,41740,41274,3266.863,-954.285,5301.837,3266.133,-2206.213,5301.837,-1535.863,(Invalid Formula 0me),2739.533,3.62585,3274.775,16897.379,7.912,39.395,3.18708,1507.65763,1221.106,1075.448,0,-699.104,1075.448,27.6512,1327.26525,0,53.005,1344.07213,-3781.423,0.737,423.936,21937.431,841.134,2862.77,6591,-19.325,171
 67-HK,2014,Emerson Analytics,196,China Lumena New Materials Corp.,Hong Kong,0,GV_292176,http://www.activistshorts.com/companies/228/campaigns/315,4/1/2014,,Major business fraud,"Emerson said its research and investigations, which included extensive surveillance of facilities, showed that the company exaggerated its revenues by 7x. Stock was already halted because of Glaucus report. Co. said it would respond to allegations.",Halted,0,0,0,0,Halt stock,903,Emerson Analytics,https://glaucusresearch.com/wp-content/uploads/downloads/2014/03/GlaucusResearch-China_Lumena-HK_0067-Strong_Sell_March_25_2014.pdf,,1,,,,,Rejected - Chinese Company,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,China Lumena New Materials Corp.,Hong Kong,fy2014,0,GV_292176,China Lumena New Materials Corp.,IQ58846032,Commodity Chemicals,-,5128.335,0,0,0,0,0,5128.335,0,0,0,0,0,1126.892,0,0,71.67,0,0,6326.897,0,0,10033.238,0,0,10033.238,-0.319,0,0,-245.145,0,6898.366,-245.464,0,23607.695,0,0,942.349,-245.464,0,0,0,0,2912.536,-245.464,0,0,0,0,3979.002,0,0,3727.903,-245.464,0,0,0,0,0,0,0,8060.95,-245.464,0,0,-245.464,0,0.383,-0.0438,0,4780.219,-0.0438,0,0,5603.85939,0,15546.745,-0.0438,0,15546.745,-0.0438,0,23607.695,5603.85939,0,-0.02738,0,-0.02738,42946,42004,0,0,5603.85939,0,0,5603.85939,0,(Invalid Formula 0me),-0.319,2.77429,0,8648.379,0,0,1.54329,-153.415,0,6640.439,0,0,2912.536,0,0,3727.903,0,0,1512.104,0,-0.319,22187.184,0,0,0,0,391
 67-HK,2014,Glaucus Research Group,195,China Lumena New Materials Corp.,Hong Kong,0,GV_292176,http://www.activistshorts.com/companies/228/campaigns/312,3/25/2014,,Major business fraud,"Glaucus said SAIC filings showed that Lumena's true sales were 90% less than reported, and it said its EBIT margin was too good to be true, as it far outpaced larger competitors. Co. halted stock and issued point-by-point response, but auditor is still reviewing financials.",,-7.4,-7,-20.2,-13.2,Halt stock,975,Glaucus Research Group,https://glaucusresearch.com/wp-content/uploads/downloads/2014/03/GlaucusResearch-China_Lumena-HK_0067-Strong_Sell_March_25_2014.pdf,,1,,,,,Rejected - Chinese Company,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,China Lumena New Materials Corp.,Hong Kong,fy2014,0,GV_292176,China Lumena New Materials Corp.,IQ58846032,Commodity Chemicals,-,5128.335,0,0,0,0,0,5128.335,0,0,0,0,0,1126.892,0,0,71.67,0,0,6326.897,0,0,10033.238,0,0,10033.238,-0.319,0,0,-245.145,0,6898.366,-245.464,0,23607.695,0,0,942.349,-245.464,0,0,0,0,2912.536,-245.464,0,0,0,0,3979.002,0,0,3727.903,-245.464,0,0,0,0,0,0,0,8060.95,-245.464,0,0,-245.464,0,0.383,-0.0438,0,4780.219,-0.0438,0,0,5603.85939,0,15546.745,-0.0438,0,15546.745,-0.0438,0,23607.695,5603.85939,0,-0.02738,0,-0.02738,42946,42004,0,0,5603.85939,0,0,5603.85939,0,(Invalid Formula 0me),-0.319,2.77429,0,8648.379,0,0,1.54329,-153.415,0,6640.439,0,0,2912.536,0,0,3727.903,0,0,1512.104,0,-0.319,22187.184,0,0,0,0,390
 773-HK,2013,Glaucus Research Group,204,China Metal Recycling Holdings Limited,Hong Kong,0,GV_292217,http://www.activistshorts.com/companies/26/campaigns/23,1/28/2013,8/15/2013,Major business fraud,"Glaucus said China Metal was a blatant fraud, citing publicly available Chinese data. Stock was quickly halted indefinitely, and months later Hong Kong regulators forcibly liquidated the company.",Dead,0,-100,-112.1,-12.1,Halt stock; Lawsuit ,"1,428",Glaucus Research Group,https://glaucusresearch.com/wp-content/uploads/downloads/2013/01/GlaucusResearch-China_Metal_Recycling_Holdings_Ltd-HK0773-Strong_Sell_January_28_2013.pdf,,1,,,,,Rejected - Chinese Company,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,China Metal Recycling Holdings Limited,Hong Kong,fy2013,0,GV_292217,China Metal Recycling Holdings Ltd,IQ39032297,Diversified Metals and Mining,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(Invalid Formula 0me),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
